Start_Lat,Start_Lng,Street,City,County,State,Country,Timezone,Airport_Code
37.71896,-121.662003,I-580 W,Livermore,Alameda,CA,US,US/Pacific,KLVK
38.146008,-121.398079,N Thornton Rd,Lodi,San Joaquin,CA,US,US/Pacific,KSCK
38.704369,-121.393944,Tartan Dr,Antelope,Sacramento,CA,US,US/Pacific,KMCC
37.710888,-120.92186,Claus Rd,Modesto,Stanislaus,CA,US,US/Pacific,KMOD
38.867432,-121.231552,Sierra College Blvd,Lincoln,Placer,CA,US,US/Pacific,KLHM
38.515106,-122.760399,Faught Rd,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
36.98637,-121.860023,McDonald Rd,Aptos,Santa Cruz,CA,US,US/Pacific,KWVI
36.694946,-121.679291,Madison Ln,Salinas,Monterey,CA,US,US/Pacific,KSNS
37.754044,-121.46302,W Grant Line Rd,Tracy,San Joaquin,CA,US,US/Pacific,KLVK
38.52829000000001,-122.722481,Mark West Springs Rd,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
38.048107,-122.622498,Lucas Valley Rd,Nicasio,Marin,CA,US,US/Pacific,KDVO
36.986282,-121.8507,Freedom Blvd,Aptos,Santa Cruz,CA,US,US/Pacific,KWVI
38.409294,-122.702744,Petaluma Hill Rd,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
37.740501,-121.586143,I-580 W,Tracy,Alameda,CA,US,US/Pacific,KLVK
38.501335,-122.43177,Silverado Trl S,Saint Helena,Napa,CA,US,US/Pacific,KSTS
38.057632,-121.351814,Thornton Rd,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
38.356991,-122.920456,Bodega Hwy,Bodega,Sonoma,CA,US,US/Pacific,KSTS
38.28595,-122.639397,Old Adobe Rd,Petaluma,Sonoma,CA,US,US/Pacific,KO69
38.009918,-122.022476,CA-4 W,Concord,Contra Costa,CA,US,US/Pacific,KCCR
38.694477,-121.368301,Sloan Dr,North Highlands,Sacramento,CA,US,US/Pacific,KMCC
38.191059,-120.636223,Mountain Ranch Rd,Mountain Ranch,Calaveras,CA,US,US/Pacific,KO22
38.292912,-122.651817,Old Adobe Rd,Petaluma,Sonoma,CA,US,US/Pacific,KO69
38.291546,-121.312431,CA-99 N,Galt,Sacramento,CA,US,US/Pacific,KSAC
38.764282,-120.982468,Luneman Rd,Placerville,El Dorado,CA,US,US/Pacific,KPVF
37.320492,-121.994698,Junipero Serra Fwy N,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
38.907742,-120.837624,Harkness St,Georgetown,El Dorado,CA,US,US/Pacific,KAUN
37.141476,-122.091385,Bear Creek Rd,Boulder Creek,Santa Cruz,CA,US,US/Pacific,KSJC
37.412609,-122.079353,US-101 N,Mountain View,Santa Clara,CA,US,US/Pacific,KNUQ
37.736038,-122.407181,James Lick Fwy N,San Francisco,San Francisco,CA,US,US/Pacific,KSFO
37.749325,-122.403625,Cesar Chavez St,San Francisco,San Francisco,CA,US,US/Pacific,KSFO
37.848923,-122.235313,CA-24 W,Oakland,Alameda,CA,US,US/Pacific,KOAK
37.639423,-122.441612,Junipero Serra Fwy N,South San Francisco,San Mateo,CA,US,US/Pacific,KSFO
38.730453,-120.675957,Snows Rd,Camino,El Dorado,CA,US,US/Pacific,KPVF
38.647301,-121.475296,Tandy Way,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
37.878265,-122.183105,Bryant Way,Orinda,Contra Costa,CA,US,US/Pacific,KCCR
38.622829,-121.410698,Bell St,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.292603,-121.171356,Borden Rd,Herald,Sacramento,CA,US,US/Pacific,KMHR
38.600925,-120.719032,Somerset Dr,Somerset,El Dorado,CA,US,US/Pacific,KPVF
38.633957,-120.695511,Mount Aukum Rd,Placerville,El Dorado,CA,US,US/Pacific,KPVF
38.563801,-121.353867,Folsom Blvd,Sacramento,Sacramento,CA,US,US/Pacific,KMHR
38.298931,-122.12722,Suisun Valley Rd,Fairfield,Solano,CA,US,US/Pacific,KAPC
37.425724,-121.916618,Nimitz Fwy S,Milpitas,Santa Clara,CA,US,US/Pacific,KSJC
37.740494,-121.586182,I-580 W,Tracy,Alameda,CA,US,US/Pacific,KLVK
39.202686,-120.809448,I-80 W,Dutch Flat,Placer,CA,US,US/Pacific,KBLU
37.73755300000001,-122.140717,Foothill Blvd,San Leandro,Alameda,CA,US,US/Pacific,KOAK
37.901688,-121.467857,W Highway 4,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
38.641464,-121.462387,I-80 E,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
37.468502,-122.15477,Bayshore Fwy S,Menlo Park,San Mateo,CA,US,US/Pacific,KPAO
38.263973,-122.727852,Bodega Ave,Petaluma,Sonoma,CA,US,US/Pacific,KO69
38.937988,-121.144455,Memory Ln,Auburn,Placer,CA,US,US/Pacific,KAUN
37.588799,-121.87075,I-680 N,Sunol,Alameda,CA,US,US/Pacific,KLVK
37.241005,-121.79718,CA-85 S,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
37.564606,-121.902275,I-680 N,Sunol,Alameda,CA,US,US/Pacific,KLVK
38.701267,-121.077751,Brackenwood Pl,El Dorado Hills,El Dorado,CA,US,US/Pacific,KMHR
36.981407,-122.011192,Water St,Santa Cruz,Santa Cruz,CA,US,US/Pacific,KWVI
38.561573,-121.858818,County Road 95,Davis,Yolo,CA,US,US/Pacific,KEDU
38.413017,-121.484833,I-5 S,Elk Grove,Sacramento,CA,US,US/Pacific,KSAC
37.663979,-121.02828999999998,CA-99 N,Modesto,Stanislaus,CA,US,US/Pacific,KMOD
38.661785,-121.536224,I-5 N,Sacramento,Sacramento,CA,US,US/Pacific,KSMF
37.886143,-122.537422,Loring Ave,Mill Valley,Marin,CA,US,US/Pacific,KDVO
38.25758,-122.302879,CA-12,Napa,Napa,CA,US,US/Pacific,KAPC
37.776455,-120.793434,State Highway 120,Oakdale,Stanislaus,CA,US,US/Pacific,KMOD
37.34901,-120.558685,W Avenue 2,Atwater,Merced,CA,US,US/Pacific,KMER
38.630054,-121.519257,I-5 N,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
37.385281,-122.065895,Southbay Fwy,Mountain View,Santa Clara,CA,US,US/Pacific,KNUQ
38.505909,-121.520149,I-5 S,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.505486,-121.433525,Stockton Blvd,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.667557,-120.977242,Cameron Park Dr,Shingle Springs,El Dorado,CA,US,US/Pacific,KPVF
37.800625,-122.280502,I-880 S,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.664406,-121.356705,I-80 W,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.779613,-121.270454,CA-65 S,Roseville,Placer,CA,US,US/Pacific,KMCC
37.983971,-121.283813,E Alpine Ave,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
37.682896,-122.102592,Concord Ave,Hayward,Alameda,CA,US,US/Pacific,KHWD
37.950302,-121.289711,Ort J Lofthus Fwy W,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
37.752899,-121.142113,CA-99 N,Ripon,San Joaquin,CA,US,US/Pacific,KMOD
37.524185,-121.990906,I-880 N,Newark,Alameda,CA,US,US/Pacific,KPAO
37.316662,-121.968346,Akron Way,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
37.344543,-121.856949,Bayshore Fwy S,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
39.12902800000001,-123.204384,S State St,Ukiah,Mendocino,CA,US,US/Pacific,KUKI
38.431808,-122.715767,Redwood Hwy S,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
38.676212,-121.415237,22nd St,Rio Linda,Sacramento,CA,US,US/Pacific,KMCC
37.260277,-121.859047,Guadalupe Fwy S,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
38.017082,-121.889297,CA-4 W,Pittsburg,Contra Costa,CA,US,US/Pacific,KCCR
36.622272,-121.845345,Cabrillo Hwy N,Seaside,Monterey,CA,US,US/Pacific,KMRY
38.789383,-121.290009,CA-65 S,Roseville,Placer,CA,US,US/Pacific,KMCC
38.498882,-121.409042,Lorin Ave,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.704414,-121.396744,U St,North Highlands,Sacramento,CA,US,US/Pacific,KMCC
37.891811,-122.154419,CA-24 E,Lafayette,Contra Costa,CA,US,US/Pacific,KCCR
37.532475,-122.087845,Bayfront Expy E,Fremont,Alameda,CA,US,US/Pacific,KHWD
36.758797,-121.748657,Merritt St,Castroville,Monterey,CA,US,US/Pacific,KSNS
37.17424000000001,-121.994339,Santa Cruz Hwy,Los Gatos,Santa Cruz,CA,US,US/Pacific,KSJC
37.360722,-121.904625,N 4th St,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
37.39045,-121.869568,I-680 S,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
36.418575,-121.323128,El Camino Real S,Soledad,Monterey,CA,US,US/Pacific,KSNS
37.727909,-121.106369,CA-99 N,Salida,Stanislaus,CA,US,US/Pacific,KMOD
37.881317,-122.308136,Eastshore Fwy W,Berkeley,Alameda,CA,US,US/Pacific,KOAK
37.820724,-122.262932,Webster St,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.596432,-121.344933,Fair Oaks Blvd,Carmichael,Sacramento,CA,US,US/Pacific,KMCC
37.620609,-120.966148,Richland Ave,Modesto,Stanislaus,CA,US,US/Pacific,KMOD
39.521912,-122.214859,I-5 S,Willows,Glenn,CA,US,US/Pacific,KCIC
36.788795,-121.318855,2nd St,Hollister,San Benito,CA,US,US/Pacific,KCVH
37.511719,-121.938194,I-680 S,Fremont,Alameda,CA,US,US/Pacific,KNUQ
36.86620300000001,-121.751282,Hudson Landing Rd,Royal Oaks,Santa Cruz,CA,US,US/Pacific,KWVI
38.293682,-122.475883,W Napa St,Sonoma,Sonoma,CA,US,US/Pacific,KO69
38.605644,-121.269455,Sunrise Blvd,Rancho Cordova,Sacramento,CA,US,US/Pacific,KMHR
37.145802,-121.985321,Santa Cruz Hwy,Los Gatos,Santa Clara,CA,US,US/Pacific,KSJC
38.280281,-121.456879,I-5 N,Elk Grove,Sacramento,CA,US,US/Pacific,KSAC
38.598877,-121.387085,Professional Dr,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.648323,-121.37368,I-80 E,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.657551,-121.363609,I-80 E,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
37.823383,-122.263916,I-580 W,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.637848,-121.401825,I-80 E,North Highlands,Sacramento,CA,US,US/Pacific,KMCC
38.293606,-121.313614,CA-99 N,Galt,Sacramento,CA,US,US/Pacific,KSAC
38.266617,-121.300888,CA-99 N,Galt,Sacramento,CA,US,US/Pacific,KSAC
38.012997,-122.17453799999998,CA-4 W,Martinez,Contra Costa,CA,US,US/Pacific,KCCR
37.688007,-122.096107,Foothill Blvd,Hayward,Alameda,CA,US,US/Pacific,KHWD
38.566059,-121.50266299999998,Capital City Fwy E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
37.693943,-122.049286,I-580 W,Castro Valley,Alameda,CA,US,US/Pacific,KHWD
38.113224,-121.396378,I-5 N,Lodi,San Joaquin,CA,US,US/Pacific,KSCK
37.98243,-121.249954,CA-99 N,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
37.292267,-121.809631,US-101 N,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
37.833149,-122.482346,US-101 S,Sausalito,Marin,CA,US,US/Pacific,KSFO
38.476742,-121.505959,I-5 N,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.080101,-121.730339,W Sherman Island Rd,Rio Vista,Solano,CA,US,US/Pacific,KSUU
38.564796,-121.513992,I-5 N,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.574444,-121.577049,I-80 W,West Sacramento,Yolo,CA,US,US/Pacific,KSAC
38.485195,-121.242111,Sheldon Lake Dr,Elk Grove,Sacramento,CA,US,US/Pacific,KSAC
39.249275,-121.18782,Sun Forest Dr,Penn Valley,Nevada,CA,US,US/Pacific,KGOO
38.029243,-122.537689,US-101 S,San Rafael,Marin,CA,US,US/Pacific,KDVO
38.013416,-122.090744,I-680 N,Martinez,Contra Costa,CA,US,US/Pacific,KCCR
38.45253,-121.334732,Bradshaw Rd,Elk Grove,Sacramento,CA,US,US/Pacific,KSAC
38.785912,-121.225586,I-80 E,Rocklin,Placer,CA,US,US/Pacific,KLHM
37.826599,-122.298363,I-80 E,Oakland,Alameda,CA,US,US/Pacific,KOAK
39.535843,-123.415436,N Highway 101,Willits,Mendocino,CA,US,US/Pacific,KUKI
37.61082800000001,-122.392906,US-101 N,Millbrae,San Mateo,CA,US,US/Pacific,KSFO
38.501457,-122.76313799999998,US-101 N,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
37.712257,-122.073921,Emily Ct,Castro Valley,Alameda,CA,US,US/Pacific,KHWD
37.253708,-121.95739,CA-17 S,Los Gatos,Santa Clara,CA,US,US/Pacific,KSJC
38.362064,-121.968681,I-80 W,Vacaville,Solano,CA,US,US/Pacific,KVCB
38.617302,-121.14164,White Rock Rd,Folsom,Sacramento,CA,US,US/Pacific,KMHR
38.213707,-122.141945,CA-12 E,Fairfield,Solano,CA,US,US/Pacific,KAPC
37.332706,-121.845428,Bayshore Fwy S,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
38.523041,-121.769096,CA-113 S,Dixon,Solano,CA,US,US/Pacific,KEDU
37.830704,-122.293594,I-80 E,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.594612,-122.85263799999998,Redwood Hwy S,Healdsburg,Sonoma,CA,US,US/Pacific,KSTS
37.827106,-122.29615,I-80 E,Oakland,Alameda,CA,US,US/Pacific,KOAK
37.253891,-121.880722,CA-85 S,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
37.66555,-122.485489,Gateway Dr,Pacifica,San Mateo,CA,US,US/Pacific,KSFO
37.84687,-122.298286,I-580 W,Emeryville,Alameda,CA,US,US/Pacific,KOAK
37.69057100000001,-122.073563,I-580 E,Castro Valley,Alameda,CA,US,US/Pacific,KHWD
37.896164,-121.641502,Byron Hwy,Brentwood,Contra Costa,CA,US,US/Pacific,KLVK
37.780045,-122.398636,4th St,San Francisco,San Francisco,CA,US,US/Pacific,KOAK
38.276943,-122.046837,I-80 W,Fairfield,Solano,CA,US,US/Pacific,KSUU
38.540016,-121.735703,I-80 W,Davis,Yolo,CA,US,US/Pacific,KEDU
38.668343,-121.364403,Hamilton St,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.707462,-121.309799,Antelope Rd,Citrus Heights,Sacramento,CA,US,US/Pacific,KMCC
38.924446,-121.057816,Bowman Rd,Auburn,Placer,CA,US,US/Pacific,KAUN
38.696289,-120.823608,Missouri Flat Rd,Placerville,El Dorado,CA,US,US/Pacific,KPVF
37.916481,-121.290649,I-5 N,Stockton,San Joaquin,CA,US,US/Pacific,KSCK
38.56189000000001,-121.487099,Capital City Fwy E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
37.33313,-121.896851,W Santa Clara St,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
37.94817000000001,-122.364281,Hensley St,Richmond,Contra Costa,CA,US,US/Pacific,KCCR
37.87468300000001,-121.641525,Byer Rd,Byron,Contra Costa,CA,US,US/Pacific,KLVK
37.699734,-122.040649,I-580 W,Castro Valley,Alameda,CA,US,US/Pacific,KHWD
38.411442,-122.95016499999998,Bohemian Hwy,Occidental,Sonoma,CA,US,US/Pacific,KSTS
37.329926,-122.053078,CA-85 S,Cupertino,Santa Clara,CA,US,US/Pacific,KNUQ
37.153984,-121.686966,Hale Ave,Morgan Hill,Santa Clara,CA,US,US/Pacific,KE16
37.803883,-122.301971,I-880 N,Oakland,Alameda,CA,US,US/Pacific,KOAK
37.985409,-122.071266,Brown Dr,Pacheco,Contra Costa,CA,US,US/Pacific,KCCR
37.725742,-122.44622,John F Foran Fwy,San Francisco,San Francisco,CA,US,US/Pacific,KSFO
37.881744,-122.307991,I-580 W,Berkeley,Alameda,CA,US,US/Pacific,KOAK
37.884373,-122.17971,CA-24 W,Orinda,Contra Costa,CA,US,US/Pacific,KCCR
36.984737,-121.927185,Cabrillo College Dr,Aptos,Santa Cruz,CA,US,US/Pacific,KWVI
37.799583,-121.903992,Camino Tassajara,Danville,Contra Costa,CA,US,US/Pacific,KLVK
38.399139,-122.620811,Bennett Valley Rd,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
38.206104,-121.874977,Rio Vista Rd,Suisun City,Solano,CA,US,US/Pacific,KSUU
38.508331,-122.928833,River Rd,Forestville,Sonoma,CA,US,US/Pacific,KSTS
37.80835,-122.24147,I-580 W,Oakland,Alameda,CA,US,US/Pacific,KOAK
37.690517,-122.078224,I-580 E,Castro Valley,Alameda,CA,US,US/Pacific,KHWD
36.816948,-121.785904,Jetty Rd,Moss Landing,Monterey,CA,US,US/Pacific,KWVI
38.079922,-122.808464,State Route 1,Point Reyes Station,Marin,CA,US,US/Pacific,KDVO
38.000252,-122.282967,I-80 E,Pinole,Contra Costa,CA,US,US/Pacific,KCCR
37.827312,-121.99703999999998,I-680 N,Danville,Contra Costa,CA,US,US/Pacific,KCCR
37.349693,-121.838707,I-680 N,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
37.699986,-122.020432,E Castro Valley Blvd,Castro Valley,Alameda,CA,US,US/Pacific,KHWD
37.80994000000001,-122.246147,Lake Park Ave,Oakland,Alameda,CA,US,US/Pacific,KOAK
37.731167,-122.188225,Nimitz Fwy S,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.112766,-122.106003,I-680 N,Benicia,Solano,CA,US,US/Pacific,KCCR
36.862625,-121.582726,CA-156,San Juan Bautista,San Benito,CA,US,US/Pacific,KCVH
36.886597,-121.559372,El Camino Real S,San Juan Bautista,San Benito,CA,US,US/Pacific,KCVH
38.59724,-121.50221299999998,Bercut Dr,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
39.431805,-121.520317,Grubbs Rd,Oroville,Butte,CA,US,US/Pacific,KOVE
38.218391,-121.226646,E Collier Rd,Acampo,San Joaquin,CA,US,US/Pacific,KSCK
37.301777,-120.659454,McSwain Rd,Atwater,Merced,CA,US,US/Pacific,KMER
39.020561,-122.708191,E Highway 20,Clearlake Oaks,Lake,CA,US,US/Pacific,KUKI
37.609173,-120.884483,E Hatch Rd,Hughson,Stanislaus,CA,US,US/Pacific,KMOD
38.55978,-121.467308,US-50 E,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.595909000000006,-121.392242,Morse Ave,Sacramento,Sacramento,CA,US,US/Pacific,KMHR
39.11451,-121.000992,Taylor Crossing Rd,Grass Valley,Nevada,CA,US,US/Pacific,KGOO
38.594475,-121.17791,White Rock Rd,Rancho Cordova,Sacramento,CA,US,US/Pacific,KMHR
37.620674,-122.425926,Junipero Serra Fwy N,San Bruno,San Mateo,CA,US,US/Pacific,KSFO
37.849876,-122.262886,Racine St,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.758415,-120.591003,Sanders Dr,Pollock Pines,El Dorado,CA,US,US/Pacific,KPVF
37.606342,-122.427956,Junipero Serra Fwy N,San Bruno,San Mateo,CA,US,US/Pacific,KSFO
38.565285,-121.513718,I-5 N,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
37.769344,-120.922951,E River Rd,Escalon,San Joaquin,CA,US,US/Pacific,KMOD
37.20631,-121.717514,S Valley Fwy N,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
37.486931,-121.94088700000002,I-880 N,Fremont,Alameda,CA,US,US/Pacific,KPAO
38.954964,-122.015663,Harrington Ave,Arbuckle,Colusa,CA,US,US/Pacific,KMYV
37.3438,-121.845589,I-680 N,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
38.519505,-121.521988,I-5 S,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.415749,-120.82291399999998,Hanford St,Sutter Creek,Amador,CA,US,US/Pacific,KPVF
38.57515,-121.55909,Capital City Fwy E,West Sacramento,Yolo,CA,US,US/Pacific,KSAC
38.647263,-121.528648,CA-99 S,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.510307,-121.464668,47th Ave,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
37.496082,-122.31163,I-280 S,Redwood City,San Mateo,CA,US,US/Pacific,KSQL
37.794079,-122.205711,I-580 E,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.042702,-122.241508,I-80 E,Crockett,Contra Costa,CA,US,US/Pacific,KCCR
37.976112,-121.741966,CA-4 W,Antioch,Contra Costa,CA,US,US/Pacific,KCCR
37.990524,-122.31046299999998,I-80 E,San Pablo,Contra Costa,CA,US,US/Pacific,KCCR
38.18359,-121.806007,State Highway 12,Rio Vista,Solano,CA,US,US/Pacific,KSUU
37.739849,-121.590294,I-580 W,Tracy,Alameda,CA,US,US/Pacific,KLVK
37.187836,-121.68882,S Valley Fwy N,Morgan Hill,Santa Clara,CA,US,US/Pacific,KE16
37.000507,-122.028397,Oak Rd,Santa Cruz,Santa Cruz,CA,US,US/Pacific,KWVI
37.508854,-122.334343,CA-92 E,Belmont,San Mateo,CA,US,US/Pacific,KSQL
37.435802,-121.919106,I-880 N,Milpitas,Santa Clara,CA,US,US/Pacific,KSJC
37.897396,-122.081879,CA-24 E,Walnut Creek,Contra Costa,CA,US,US/Pacific,KCCR
37.068882,-121.994392,Highway 17,Scotts Valley,Santa Cruz,CA,US,US/Pacific,KWVI
38.011879,-122.272179,I-80 E,Hercules,Contra Costa,CA,US,US/Pacific,KCCR
37.94537,-122.058296,I-680 S,Pleasant Hill,Contra Costa,CA,US,US/Pacific,KCCR
38.001488,-121.75473,CA-160 S,Antioch,Contra Costa,CA,US,US/Pacific,KCCR
37.697842,-122.106651,I-580 E,San Leandro,Alameda,CA,US,US/Pacific,KHWD
37.702911,-122.016792,I-580 W,Castro Valley,Alameda,CA,US,US/Pacific,KHWD
37.623852,-122.428246,I-280 S,San Bruno,San Mateo,CA,US,US/Pacific,KSFO
37.561626,-122.276382,CA-92 E,San Mateo,San Mateo,CA,US,US/Pacific,KSQL
37.891792,-122.151756,CA-24 W,Lafayette,Contra Costa,CA,US,US/Pacific,KCCR
38.117912,-122.609695,Novato Blvd,Novato,Marin,CA,US,US/Pacific,KDVO
37.166195,-121.98811299999998,Santa Cruz Hwy,Los Gatos,Santa Cruz,CA,US,US/Pacific,KSJC
37.512005,-122.349594,Skyline Blvd,Half Moon Bay,San Mateo,CA,US,US/Pacific,KHAF
37.690422,-122.135468,Sweetwater Dr,San Leandro,Alameda,CA,US,US/Pacific,KHWD
38.272236,-122.669769,Redwood Hwy N,Petaluma,Sonoma,CA,US,US/Pacific,KO69
37.385529,-121.975868,US-101 N,Santa Clara,Santa Clara,CA,US,US/Pacific,KSJC
37.716286,-122.073753,Buti Park Dr,Castro Valley,Alameda,CA,US,US/Pacific,KHWD
37.96174600000001,-121.742592,CA-4 W,Antioch,Contra Costa,CA,US,US/Pacific,KCCR
38.015461,-122.269058,I-80 E,Hercules,Contra Costa,CA,US,US/Pacific,KCCR
37.62698,-122.430443,Junipero Serra Fwy N,San Bruno,San Mateo,CA,US,US/Pacific,KSFO
37.702805,-121.923325,I-680 N,Dublin,Alameda,CA,US,US/Pacific,KLVK
37.787926,-121.302902,I-5 S,Lathrop,San Joaquin,CA,US,US/Pacific,KSCK
39.038631,-121.095108,Woodridge Dr,Auburn,Nevada,CA,US,US/Pacific,KAUN
38.115948,-121.395081,W Highway 12,Lodi,San Joaquin,CA,US,US/Pacific,KSCK
38.321293,-121.417107,Lambert Rd,Elk Grove,Sacramento,CA,US,US/Pacific,KSAC
37.892853,-122.16687,CA-24 W,Lafayette,Contra Costa,CA,US,US/Pacific,KCCR
37.873726,-121.25341,S Airport Way,French Camp,San Joaquin,CA,US,US/Pacific,KSCK
38.196877,-120.681999,Court St,San Andreas,Calaveras,CA,US,US/Pacific,KO22
37.82642,-121.29026,E Lathrop Rd,Lathrop,San Joaquin,CA,US,US/Pacific,KSCK
38.575958,-121.521034,Capital City Fwy W,West Sacramento,Yolo,CA,US,US/Pacific,KSAC
37.960136,-122.283066,San Pablo Dam Rd,El Sobrante,Contra Costa,CA,US,US/Pacific,KCCR
37.644691,-122.093872,W Jackson St,Hayward,Alameda,CA,US,US/Pacific,KHWD
38.349575,-122.959839,Bodega Hwy,Bodega,Sonoma,CA,US,US/Pacific,KSTS
37.64027,-121.884888,I-680 S,Pleasanton,Alameda,CA,US,US/Pacific,KLVK
38.685535,-121.379036,Channing Dr,North Highlands,Sacramento,CA,US,US/Pacific,KMCC
36.96957800000001,-121.970955,Garden St,Santa Cruz,Santa Cruz,CA,US,US/Pacific,KWVI
38.725307,-121.289978,I-80 W,Roseville,Placer,CA,US,US/Pacific,KMCC
38.896961,-121.45179,S Brewer Rd,Pleasant Grove,Placer,CA,US,US/Pacific,KLHM
38.36013,-120.746651,State Highway 88,Jackson,Amador,CA,US,US/Pacific,KPVF
36.999714,-121.576149,Dartmouth Pl,Gilroy,Santa Clara,CA,US,US/Pacific,KE16
38.813435,-121.255234,Stanford Ranch Rd,Rocklin,Placer,CA,US,US/Pacific,KLHM
38.26824600000001,-122.795792,Valley Ford Rd,Petaluma,Sonoma,CA,US,US/Pacific,KO69
38.646687,-121.376686,I-80 W,North Highlands,Sacramento,CA,US,US/Pacific,KMCC
38.45715300000001,-121.500809,Freeport Blvd,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
38.66402100000001,-121.254044,Chicago Ave,Fair Oaks,Sacramento,CA,US,US/Pacific,KMHR
38.251549,-122.578278,Frates Rd,Petaluma,Sonoma,CA,US,US/Pacific,KO69
38.617378,-121.539482,El Centro Rd,Sacramento,Sacramento,CA,US,US/Pacific,KMCC
38.56348,-121.341286,US-50 E,Sacramento,Sacramento,CA,US,US/Pacific,KMHR
37.854855,-122.029243,I-680 N,Alamo,Contra Costa,CA,US,US/Pacific,KCCR
37.999084,-122.052399,Olivera Rd,Concord,Contra Costa,CA,US,US/Pacific,KCCR
38.369331,-122.712631,US-101 N,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
37.58469,-122.328873,US-101 N,San Mateo,San Mateo,CA,US,US/Pacific,KSFO
37.130302,-121.643822,Creekbed Ct,Morgan Hill,Santa Clara,CA,US,US/Pacific,KE16
38.978897,-121.382561,State Highway 65,Sheridan,Placer,CA,US,US/Pacific,KLHM
37.952541,-122.32785,I-80 E,San Pablo,Contra Costa,CA,US,US/Pacific,KCCR
37.79770300000001,-122.273109,I-880 S,Oakland,Alameda,CA,US,US/Pacific,KOAK
38.50196500000001,-123.002235,River Rd,Guerneville,Sonoma,CA,US,US/Pacific,KSTS
37.732086,-122.43196100000002,John F Foran Fwy,San Francisco,San Francisco,CA,US,US/Pacific,KSFO
37.744705,-121.641342,Altamont Pass Rd,Livermore,Alameda,CA,US,US/Pacific,KLVK
37.367882,-121.923714,Guadalupe Pkwy S,San Jose,Santa Clara,CA,US,US/Pacific,KSJC
39.237755,-123.209045,CA-20,Ukiah,Mendocino,CA,US,US/Pacific,KUKI
38.387157,-122.725975,Todd Rd,Santa Rosa,Sonoma,CA,US,US/Pacific,KSTS
37.381351,-121.859787,Sinclair Fwy S,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
37.364265,-121.843941,I-680 S,San Jose,Santa Clara,CA,US,US/Pacific,KRHV
38.484962,-121.390305,French Rd,Sacramento,Sacramento,CA,US,US/Pacific,KSAC
