Location_ID,Start_Lat,Start_Lng,End_Lat,End_Lng
283,39.690781,-84.205147,,
284,39.803726,-84.18514300000002,,
285,39.838779,-84.25831600000002,,
286,39.76144,-84.167038,,
287,39.740906,-84.182121,,
288,39.81963,-84.198273,,
289,39.79969000000001,-84.186996,,
290,39.72364,-84.1418,,
291,39.754055,-84.13889300000002,,
292,39.831997,-84.223694,,
293,41.403744,-82.282776,,
294,39.630444,-84.19626600000002,,
295,39.801601,-84.194542,,
296,39.752647,-84.189774,,
297,39.571163,-84.202606,,
298,39.17505300000001,-84.236313,,
299,39.977322,-83.02109499999997,,
300,39.175728,-84.180763,,
301,39.68865200000001,-84.127998,,
302,39.96764,-83.06081400000002,,
303,39.783669,-84.155045,,
304,39.989044,-83.049088,,
305,39.819721,-84.191528,,
306,39.783089,-84.188911,,
307,39.590527,-84.17076899999998,,
308,41.40274,-81.817856,,
309,40.039909,-82.99683399999998,,
310,39.972336,-82.983917,,
311,40.00164,-82.923073,,
312,39.902088,-82.898178,,
313,39.833824,-83.100853,,
314,39.713467,-84.216095,,
315,39.640202,-84.235283,,
316,39.733723,-84.204971,,
317,41.351006,-83.622826,,
318,39.845287,-83.993217,,
319,39.607788,-84.228088,,
320,39.873238,-84.13720699999998,,
321,40.058132,-82.922752,,
322,41.420975,-81.689758,,
323,39.788414,-84.183693,,
324,39.836643,-84.060753,,
325,41.039829,-81.662872,,
326,38.581139,-82.00456199999998,,
327,39.929844,-83.116486,,
328,39.962147,-83.092667,,
329,39.697266,-84.218781,,
330,40.993092,-81.662689,,
331,41.041447,-81.565163,,
332,41.037266,-81.583786,,
333,39.59872100000001,-84.161491,,
334,40.018669,-81.565704,,
335,39.724251,-84.21315799999998,,
336,39.758556,-84.177246,,
337,39.790565,-84.25914,,
338,39.753105,-84.15158100000002,,
339,40.301411,-83.06575,,
340,39.732567,-84.15900400000002,,
341,39.800358,-82.708252,,
342,38.892097,-84.208702,,
343,39.981602,-82.885704,,
344,41.337879,-82.216049,,
345,39.747112,-84.163826,,
346,40.087536,-82.98741899999997,,
347,39.782368,-84.203339,,
348,39.87857800000001,-83.049774,,
349,39.669388,-84.22225999999998,,
350,39.626953,-84.212288,,
351,39.953262,-83.01795200000002,,
352,39.739319,-84.157219,,
353,39.91468,-83.01690699999997,,
354,41.037647,-81.584183,,
355,39.798611,-84.207466,,
356,40.083206,-82.90679899999998,,
357,39.752735,-84.145386,,
358,39.689022,-84.220665,,
359,39.778011,-84.20049300000002,,
360,41.399147,-81.565674,,
361,39.59670300000001,-84.238388,,
362,39.973015,-83.014801,,
363,39.777355,-84.19957,,
364,41.139114,-81.597305,,
365,39.64724,-84.224319,,
366,39.745487,-84.16544300000002,,
367,39.732552,-84.12197900000002,,
368,40.002552,-83.11835500000002,,
369,39.780014,-84.162888,,
370,39.643101,-84.209923,,
371,39.767769,-84.17716999999998,,
372,40.109913,-84.223648,,
373,39.83847,-84.246307,,
